date,case_shiller,cs_ret,work_over55,housing_starts,monthly_supply,confidence,pop_growth,unemploy,10yr_treas,income,cpi,gini_ratio
1/1/2003,127.651,0.003948124,35.5,1853,4,82.4,0.000708575,5.5,4.02,42484.75,182.6,0.462166667
2/1/2003,128.327,0.005295689,35.5,1629,4.5,79.9,0.000676987,5.5,3.9,42560.5,183.6,0.462
3/1/2003,129.31,0.007660118,35.5,1726,4.1,77.6,0.000679981,5.4,3.81,42636.25,183.9,0.4625
4/1/2003,130.49,0.009125358,35.5,1643,4.1,86,0.000738158,4.9,3.96,42712,183.2,0.462666667
5/1/2003,131.84,0.01034562,35.6,1751,3.9,92.1,0.000761741,4.7,3.6,42787.75,182.9,0.462833333
6/1/2003,133.225,0.010505158,35.6,1867,3.5,89.7,0.000819712,5.1,3.32,42863.5,183.1,0.463
7/1/2003,134.645,0.01065866,35.5,1897,3.6,90.9,0.000812158,5.1,3.85,42939.25,183.7,0.463166667
8/1/2003,135.963,0.009788704,35.7,1833,3.5,89.3,0.000866515,5.1,4.44,43015,184.5,0.463333333
9/1/2003,137.076,0.008186051,35.6,1939,3.8,87.7,0.000855458,4.8,4.31,43090.75,185.1,0.4635
10/1/2003,137.978,0.006580291,35.8,1967,3.8,89.6,0.000868458,4.7,4.27,43166.5,184.9,0.463666667
11/1/2003,138.769,0.005732798,36.1,2083,4.1,93.7,0.000799111,4.8,4.3,43242.25,185,0.463833333
12/1/2003,139.632,0.006218968,36,2057,4,92.6,0.000688811,4.7,4.27,43318,185.5,0.464
1/1/2004,140.711,0.007727455,36,1911,3.8,103.8,0.00063012,5.3,4.17,43402.66667,186.3,0.464166667
2/1/2004,142.034,0.00940225,36.2,1846,3.7,94.4,0.000602344,5.1,4.08,43487.33333,186.7,0.464
3/1/2004,144.085,0.014440204,36.3,1998,3.6,95.8,0.000660127,5.2,3.82,43572,187.1,0.4645
4/1/2004,146.182,0.014553909,35.8,2003,4,94.2,0.000745144,4.5,4.29,43656.66667,187.4,0.464666667
5/1/2004,148.335,0.014728216,36,1981,3.8,90.2,0.000744589,4.2,4.71,43741.33333,188.2,0.464833333
6/1/2004,150.518,0.014716689,36.2,1828,3.9,95.6,0.000771339,4.4,4.75,43826,188.9,0.465
7/1/2004,152.336,0.01207829,36.1,2002,4.5,96.7,0.00081849,4.6,4.52,43910.66667,189.1,0.465166667
8/1/2004,153.813,0.009695673,36.4,2024,4.3,95.9,0.000872342,4.4,4.29,43995.33333,189.2,0.465333333
9/1/2004,155.108,0.008419314,36.3,1905,4.1,94.2,0.000857963,4.1,4.15,44080,189.8,0.4655
10/1/2004,156.299,0.007678521,36.2,2072,3.9,91.7,0.000881039,4,4.09,44164.66667,190.8,0.465666667
11/1/2004,157.498,0.007671194,36.5,1782,4.3,92.8,0.000802094,4.2,4.18,44249.33333,191.7,0.465833333
12/1/2004,158.674,0.007466761,36.6,2042,4.1,97.1,0.000774283,4.4,4.24,44334,191.7,0.466
1/1/2005,160.136,0.00921386,36.3,2144,4.4,95.5,0.000746537,4.8,4.23,44500,191.6,0.46625
2/1/2005,161.932,0.011215467,36.7,2207,4.3,94.1,0.000647646,4.7,4.16,44666,192.4,0.467
3/1/2005,164.582,0.016364894,36.6,1864,4.1,92.6,0.00061673,4.5,4.48,44832,193.1,0.46675
4/1/2005,167,0.014691765,37.2,2061,4.3,87.7,0.000687467,4,4.38,44998,193.7,0.467
5/1/2005,169.542,0.015221557,37.1,2025,4.2,86.9,0.000724221,3.8,4.15,45164,193.6,0.46725
6/1/2005,172.013,0.01457456,37.2,2068,4.3,96,0.000784568,4,4.01,45330,193.7,0.4675
7/1/2005,174.096,0.01210955,37.3,2054,4.2,96.5,0.000844777,4.2,4.14,45496,194.9,0.46775
8/1/2005,175.923,0.01049421,37.5,2095,4.5,89.1,0.000857569,3.9,4.29,45662,196.1,0.468
9/1/2005,177.612,0.009600791,37.6,2151,4.7,76.9,0.000900688,3.9,4.19,45828,198.8,0.46825
10/1/2005,178.755,0.006435376,37.6,2065,4.5,74.2,0.000893137,3.8,4.46,45994,199.1,0.4685
11/1/2005,179.678,0.005163492,37.4,2147,5,81.6,0.00079132,4,4.55,46160,198.1,0.46875
12/1/2005,180.112,0.002415432,37.6,1994,4.9,91.5,0.000753683,4,4.46,46326,198.1,0.469
1/1/2006,180.833,0.004003065,37.6,2273,5.3,91.2,0.000726219,4.2,4.4,46482.25,199.3,0.469083333
2/1/2006,181.504,0.003710606,37.5,2119,6.1,86.7,0.000695455,4.3,4.57,46638.5,199.4,0.469
3/1/2006,182.752,0.006875882,37.6,1969,5.9,88.9,0.000691614,4.2,4.71,46794.75,199.7,0.46925
4/1/2006,183.649,0.004908291,38,1821,6.3,87.4,0.000741461,3.9,4.99,46951,200.7,0.469333333
5/1/2006,184.381,0.003985864,37.9,1942,6.2,79.1,0.000720797,3.6,5.11,47107.25,201.3,0.469416667
6/1/2006,184.551,0.000922004,38,1802,6.3,84.9,0.000814081,3.6,5.11,47263.5,201.8,0.4695
7/1/2006,184.615,0.000346788,38,1737,7.3,84.7,0.000860283,3.9,5.1,47419.75,202.9,0.469583333
8/1/2006,184.413,-0.001094169,38.1,1650,6.7,82,0.000892989,3.7,4.9,47576,203.8,0.469666667
9/1/2006,184.206,-0.001122481,38.3,1720,6.7,85.4,0.000972389,3.5,4.73,47732.25,202.8,0.46975
10/1/2006,184.061,-0.000787162,38.3,1491,7.3,93.6,0.000938061,3.2,4.74,47888.5,201.9,0.469833333
11/1/2006,183.637,-0.002303584,38.4,1570,6.6,92.1,0.000863808,3.4,4.62,48044.75,202,0.469916667
12/1/2006,183.235,-0.002189101,38.5,1649,6.5,91.7,0.000819743,3.6,4.56,48201,203.1,0.47
1/1/2007,182.724,-0.002788769,38,1409,7.2,96.9,0.000779117,4.1,4.74,48370.33333,203.437,0.469416667
2/1/2007,182.477,-0.001351766,38.3,1480,7.9,91.3,0.000758549,4.1,4.77,48539.66667,204.226,0.469
3/1/2007,182.2,-0.001518,38.5,1495,7.9,88.4,0.000728054,3.8,4.57,48709,205.288,0.46825
4/1/2007,182.138,-0.000340285,38.2,1490,7.4,87.1,0.000774032,3.5,4.7,48878.33333,205.904,0.467666667
5/1/2007,181.892,-0.001350624,38.6,1415,7.8,88.3,0.000760156,3.4,4.72,49047.66667,206.755,0.467083333
6/1/2007,181.548,-0.001891232,38.7,1448,8.2,85.3,0.000849136,3.5,5.07,49217,207.234,0.4665
7/1/2007,181.001,-0.003012977,38.9,1354,8.3,90.4,0.000878242,3.9,5.03,49386.33333,207.603,0.465916667
8/1/2007,180.243,-0.004187822,38.8,1330,9.2,83.4,0.000870849,3.7,4.69,49555.66667,207.667,0.465333333
9/1/2007,179.131,-0.006169449,38.9,1183,9.2,83.4,0.000923025,3.6,4.52,49725,208.547,0.46475
10/1/2007,177.541,-0.008876186,38.7,1264,8.5,80.9,0.000862679,3.6,4.55,49894.33333,209.19,0.464166667
11/1/2007,175.174,-0.013332132,38.9,1197,9.4,76.1,0.000815701,3.7,4.18,50063.66667,210.834,0.463583333
12/1/2007,173.349,-0.010418213,38.9,1037,9.6,75.5,0.00076884,4,4.11,50233,211.445,0.463
1/1/2008,171.088,-0.013043052,39.1,1084,9.3,78.4,0.000722088,4.4,3.77,50238.83333,212.174,0.46325
2/1/2008,169.201,-0.011029412,39.2,1103,9.7,70.8,0.00067544,4.3,3.74,50244.66667,212.687,0.4635
3/1/2008,167.913,-0.007612248,39.3,1005,10.5,69.5,0.00064535,4.5,3.51,50250.5,213.448,0.46375
4/1/2008,167.331,-0.003466081,39,1013,10.3,62.6,0.000691001,4.1,3.64,50256.33333,213.942,0.464
5/1/2008,167.029,-0.001804806,39,973,10.7,59.8,0.000677371,4.1,3.88,50262.16667,215.208,0.46425
6/1/2008,166.548,-0.002879739,39.2,1046,10.7,56.4,0.000765634,4.4,4.11,50268,217.463,0.4645
7/1/2008,165.726,-0.004935514,39.5,923,10.5,61.2,0.000794599,4.7,4,50273.83333,219.016,0.46475
8/1/2008,164.291,-0.008658871,39.7,844,11.3,63,0.000810373,5.1,3.91,50279.66667,218.69,0.465
9/1/2008,161.924,-0.014407363,39.5,820,10.9,70.3,0.000865446,4.9,3.68,50285.5,218.877,0.46525
10/1/2008,159.171,-0.017001803,39.9,777,11.6,57.6,0.000802466,5.2,3.81,50291.33333,216.995,0.4655
11/1/2008,156.079,-0.019425649,39.9,652,11.4,55.3,0.000759277,5.6,3.52,50297.16667,213.153,0.46575
12/1/2008,152.554,-0.022584717,40,560,11.2,60.1,0.000712917,6.4,2.44,50303,211.398,0.466
1/1/2009,149.373,-0.020851633,40,490,12.2,61.2,0.000666658,7.7,2.47,50259.16667,211.933,0.466166667
2/1/2009,147.629,-0.01167547,39.9,582,10.5,56.3,0.000633556,8.2,2.87,50215.33333,212.705,0.466333333
3/1/2009,146.527,-0.007464658,39.9,505,11,57.3,0.000607046,8.3,2.83,50171.5,212.495,0.4665
4/1/2009,146.957,0.002934613,39.8,478,10.7,65.1,0.00064908,7.8,2.88,50127.66667,212.709,0.466666667
5/1/2009,148.185,0.008356186,40.2,540,9.3,68.7,0.000642139,8,3.27,50083.83333,213.022,0.466833333
6/1/2009,149.81,0.010966022,40.1,585,8.5,70.8,0.000723165,8.2,3.74,50040,214.79,0.467
7/1/2009,150.756,0.006314665,40,594,7.9,66,0.000758449,8.4,3.56,49996.16667,214.726,0.467166667
8/1/2009,150.672,-0.000557192,40,586,7.5,65.7,0.000800159,8.5,3.6,49952.33333,215.445,0.467333333
9/1/2009,149.631,-0.006909047,39.9,585,7.8,73.5,0.00084827,8.6,3.42,49908.5,215.861,0.4675
10/1/2009,148.591,-0.006950431,39.9,534,7.4,70.6,0.000789099,8.5,3.38,49864.66667,216.509,0.467666667
11/1/2009,147.949,-0.004320585,40,588,7.6,67.4,0.000743051,8.4,3.42,49820.83333,217.234,0.467833333
12/1/2009,146.679,-0.008584039,39.9,581,8,72.5,0.000697106,8.9,3.53,49777,217.347,0.468
1/1/2010,145.003,-0.011426312,40,614,8.1,74.4,0.000648019,9.6,3.75,49735.25,217.488,0.468166667
2/1/2010,143.057,-0.013420412,40.1,604,8.3,73.6,0.000628171,9.5,3.7,49693.5,217.281,0.468333333
3/1/2010,143.596,0.003767729,40.2,636,7.1,73.6,0.000598653,9.5,3.71,49651.75,217.353,0.4685
4/1/2010,145.395,0.012528204,40.3,687,6.2,72.2,-6.79E-05,8.5,3.85,49610,217.403,0.468666667
5/1/2010,147.027,0.011224595,40.4,583,9.3,73.6,0.000588633,8.3,3.42,49568.25,217.29,0.468833333
6/1/2010,147.69,0.004509376,40.3,536,8.3,76,0.000594751,8.2,3.24,49526.5,217.199,0.469
7/1/2010,147.545,-0.000981786,40.4,546,8.9,67.8,0.000649315,8.4,3.01,49484.75,217.605,0.469166667
8/1/2010,146.404,-0.007733234,40.5,599,8.8,68.9,0.000697319,8.4,2.72,49443,217.923,0.469333333
9/1/2010,144.59,-0.012390372,40.4,594,7.6,68.2,0.000719415,8.2,2.66,49401.25,218.275,0.4695
10/1/2010,143.125,-0.010132098,40,543,8.2,67.7,0.000735017,7.9,2.54,49359.5,219.035,0.469666667
11/1/2010,141.825,-0.009082969,40.1,545,8.2,71.6,0.000644278,8.4,2.76,49317.75,219.59,0.469833333
12/1/2010,140.637,-0.00837652,40.2,539,7,74.5,0.000614889,8.4,3.26,49276,220.472,0.47
1/1/2011,139.047,-0.011305702,39.9,630,7.3,74.2,0.000588773,8.7,3.4,49340.83333,221.187,0.470583333
2/1/2011,137.743,-0.009378124,40,517,8.1,77.5,0.000504825,8.6,3.57,49405.66667,221.898,0.471166667
3/1/2011,137.792,0.000355735,40,600,7.2,67.5,0.000501356,8.3,3.4,49470.5,223.046,0.47175
4/1/2011,139.155,0.009891721,40.2,554,6.7,69.8,0.000565349,7.8,3.46,49535.33333,224.093,0.472333333
5/1/2011,140.684,0.010987747,40.2,561,6.6,74.3,0.000561819,7.7,3.17,49600.16667,224.806,0.472916667
6/1/2011,141.934,0.008885161,40.2,608,6.6,71.5,0.000603216,8,2.99,49665,224.806,0.4735
7/1/2011,142.329,0.002782984,40.2,623,6.7,63.7,0.000673399,8,3.02,49729.83333,225.395,0.474083333
8/1/2011,141.772,-0.003913468,40.3,585,6.5,55.8,0.000682559,8,2.31,49794.66667,226.106,0.474666667
9/1/2011,140.156,-0.011398584,40.6,650,6.3,59.5,0.00073333,7.8,2.01,49859.5,226.597,0.47525
10/1/2011,138.399,-0.012536031,40.6,610,6,60.8,0.000700793,7.5,2.16,49924.33333,226.75,0.475833333
11/1/2011,136.655,-0.012601247,40.4,711,5.7,63.7,0.000607568,7.3,2.02,49989.16667,227.169,0.476416667
12/1/2011,135.158,-0.010954594,40.3,694,5.3,69.9,0.000591221,7.5,1.98,50054,227.223,0.477
1/1/2012,134.163,-0.007361754,40.1,723,5.3,75,0.000568514,8,1.98,50134.25,227.842,0.477
2/1/2012,133.997,-0.001237301,40.4,704,4.8,75.3,0.000510733,7.8,1.96,50214.5,228.329,0.477
3/1/2012,135.872,0.013992851,40.4,695,4.9,76.2,0.000526425,7.4,2.14,50294.75,228.807,0.477
4/1/2012,138.484,0.019223976,40.3,753,4.9,76.4,0.000548469,6.7,2.06,50375,229.187,0.477
5/1/2012,141.062,0.018615869,40.5,708,4.7,79.3,0.000535421,6.8,1.83,50455.25,228.713,0.477
6/1/2012,143.18,0.015014674,40.6,757,4.8,73.2,0.000611582,7,1.62,50535.5,228.524,0.477
7/1/2012,144.29,0.007752479,40.2,740,4.6,72.3,0.000630308,7.2,1.53,50615.75,228.59,0.477
8/1/2012,144.711,0.002917735,40.4,754,4.6,74.3,0.000687176,7,1.66,50696,229.918,0.477
9/1/2012,144.365,-0.002390972,40.4,847,4.5,78.3,0.000728033,6.6,1.72,50776.25,231.015,0.477
10/1/2012,143.977,-0.002687632,40.7,915,4.9,82.6,0.000673497,6.5,1.75,50856.5,231.638,0.477
11/1/2012,143.971,-4.16733E-05,40.7,833,4.6,82.7,0.000650821,6.4,1.66,50936.75,231.249,0.477
12/1/2012,143.878,-0.000645963,40.7,976,4.5,72.9,0.000583771,6.7,1.72,51017,231.221,0.477
1/1/2013,144.318,0.003058146,40.7,888,4,73.8,0.000513673,7.3,1.89,51231,231.679,0.477416667
2/1/2013,145.165,0.005868984,40.6,962,4.1,77.6,0.000427841,7,2.01,51445,232.937,0.477833333
3/1/2013,147.967,0.019302173,40.5,1010,4.2,78.6,0.000465672,6.6,1.94,51659,232.282,0.47825
4/1/2013,150.982,0.020376165,40.4,835,4.4,76.4,0.000506618,6.1,1.77,51873,231.797,0.478666667
5/1/2013,153.877,0.019174471,40.5,930,4.6,84.5,0.000541173,6.1,1.92,52087,231.893,0.479083333
6/1/2013,156.447,0.016701651,40.5,839,4.1,84.1,0.000607305,6.3,2.3,52301,232.445,0.4795
7/1/2013,158.308,0.011895402,40.2,880,5.5,85.1,0.000610097,6.5,2.58,52515,232.9,0.479916667
8/1/2013,159.417,0.007005331,40.4,917,5.5,82.1,0.000713979,6.3,2.72,52729,233.456,0.480333333
9/1/2013,159.696,0.001750127,40.1,850,5.4,77.5,0.000729254,6,2.82,52943,233.544,0.48075
10/1/2013,159.579,-0.000732642,40.1,925,4.9,73.2,0.000697176,6,2.63,53157,233.669,0.481166667
11/1/2013,159.387,-0.001203166,39.9,1100,5,75.1,0.000665166,5.9,2.69,53371,234.1,0.481583333
12/1/2013,159.308,-0.000495649,39.9,1002,5.2,82.5,0.000592266,5.8,2.9,53585,234.719,0.482
1/1/2014,159.402,0.000590052,39.8,890,5.1,81.2,0.000588767,6.1,2.88,53591,235.347,0.481833333
2/1/2014,159.908,0.003174364,40.1,941,5.2,81.6,0.000519194,6.2,2.71,53597,235.522,0.481666667
3/1/2014,161.224,0.008229732,39.9,970,5.6,80,0.000531505,5.8,2.72,53603,235.956,0.4815
4/1/2014,163,0.01101573,39.9,1049,5.7,84.1,0.000553226,5.1,2.71,53609,236.463,0.481333333
5/1/2014,164.713,0.010509202,40.1,1008,5.2,81.9,0.000584336,5.1,2.57,53615,236.867,0.481166667
6/1/2014,166.24,0.009270671,40,903,5.7,82.5,0.000624812,5,2.6,53621,237.188,0.481
7/1/2014,167.163,0.005552214,40.1,1082,6.1,81.8,0.000636973,5.3,2.55,53627,237.485,0.480833333
8/1/2014,167.478,0.001884388,39.9,983,5.5,82.5,0.000743184,5.3,2.44,53633,237.439,0.480666667
9/1/2014,167.27,-0.001241954,39.9,1020,5.4,84.6,0.000742632,4.8,2.54,53639,237.452,0.4805
10/1/2014,166.939,-0.001978837,40,1077,5.3,86.9,0.000729557,4.7,2.32,53645,237.447,0.480333333
11/1/2014,166.689,-0.001497553,40.1,1001,5.7,88.8,0.000675834,4.6,2.33,53651,237.042,0.480166667
12/1/2014,166.498,-0.001145846,39.9,1068,5.2,93.6,0.000584702,4.7,2.21,53657,236.27,0.48
1/1/2015,166.3,-0.001189203,40,1094,4.8,98.1,0.00058436,5.3,1.93,53895.25,234.836,0.479916667
2/1/2015,166.693,0.002363199,39.7,888,4.4,95.4,0.000471588,5,1.98,54133.5,235.274,0.479833333
3/1/2015,168.151,0.008746618,39.9,963,5.1,93,0.000505703,4.7,2.05,54371.75,235.956,0.47975
4/1/2015,170.026,0.011150692,40,1203,4.9,95.9,0.000549128,4.4,1.92,54610,236.165,0.479666667
5/1/2015,171.904,0.01104537,40,1079,5,90.7,0.000583129,4.5,2.16,54848.25,236.952,0.479583333
6/1/2015,173.505,0.009313338,39.9,1185,5.5,96.1,0.000607721,4.2,2.37,55086.5,237.618,0.4795
7/1/2015,174.551,0.006028645,40,1133,5.2,93.1,0.000650957,4.6,2.33,55324.75,237.993,0.479416667
8/1/2015,174.998,0.002560856,39.8,1134,5.1,91.9,0.000715898,4.4,2.17,55563,237.989,0.479333333
9/1/2015,175.113,0.00065715,39.7,1212,5.9,87.2,0.000715385,4,2.19,55801.25,237.467,0.47925
10/1/2015,175.124,6.28166E-05,39.9,1064,5.7,90,0.000717982,4.2,2.07,56039.5,237.764,0.479166667
11/1/2015,175.225,0.000576734,40,1171,5.5,91.3,0.000646031,4.1,2.27,56277.75,238.072,0.479083333
12/1/2015,175.203,-0.000125553,39.9,1155,5.2,92.6,0.000595951,4.3,2.23,56516,237.827,0.479
1/1/2016,175.12,-0.000473736,40,1114,5.5,92,0.000604903,4.6,2.12,56726.25,237.99,0.479166667
2/1/2016,175.361,0.001376199,40.2,1202,5.4,91.7,0.000458828,4.5,1.78,56936.5,237.532,0.479333333
3/1/2016,176.68,0.007521627,40.1,1115,5.4,91,0.000492704,4.4,1.89,57146.75,238.022,0.4795
4/1/2016,178.574,0.010719946,40.1,1173,5.1,89,0.00053892,4,1.81,57357,238.843,0.479666667
5/1/2016,180.43,0.01039345,39.8,1133,5.2,94.7,0.000569585,3.8,1.81,57567.25,239.439,0.479833333
6/1/2016,182.016,0.008790113,40,1183,5.2,93.5,0.000594012,4.1,1.7,57777.5,240.074,0.48
7/1/2016,183.133,0.006136823,40.3,1225,4.5,90,0.000640039,4.1,1.49,57987.75,240.058,0.480166667
8/1/2016,183.785,0.003560254,39.9,1161,5,89.8,0.000692159,4.4,1.55,58198,240.569,0.480333333
9/1/2016,184.088,0.001648666,40,1064,5.2,91.2,0.000694768,4.2,1.62,58408.25,241.017,0.4805
10/1/2016,184.169,0.000440007,40,1327,5.2,87.2,0.000694286,4,1.76,58618.5,241.667,0.480666667
11/1/2016,184.393,0.001216274,39.9,1151,5.3,93.8,0.000625966,3.8,2.1,58828.75,242.081,0.480833333
12/1/2016,184.581,0.001019561,39.7,1280,5.6,98.2,0.000573186,4,2.47,59039,242.784,0.481
1/1/2017,184.834,0.001370672,39.9,1225,5.3,98.5,0.000582097,4.5,2.43,59233.41667,244.028,0.481083333
2/1/2017,185.218,0.00207754,40,1289,5.1,96.3,0.000455557,4.4,2.43,59427.83333,244.102,0.481166667
3/1/2017,186.724,0.008130959,40.1,1179,5,96.9,0.000486116,4.1,2.47,59622.25,243.717,0.48125
4/1/2017,188.73,0.010743129,39.9,1165,5.4,97,0.000535083,3.6,2.3,59816.66667,244.087,0.481333333
5/1/2017,190.735,0.010623642,39.9,1122,5.4,97.1,0.000565533,3.6,2.31,60011.08333,243.911,0.481416667
6/1/2017,192.477,0.00913309,40,1225,5.3,95,0.000586716,3.7,2.19,60205.5,244.032,0.4815
7/1/2017,193.736,0.006541041,40.1,1185,6,93.4,0.000635492,3.9,2.32,60399.91667,244.236,0.481583333
8/1/2017,194.588,0.004397737,40.1,1172,6,96.8,0.000687245,4.1,2.23,60594.33333,245.262,0.481666667
9/1/2017,195.072,0.002487307,40.1,1158,5.3,95.1,0.000689839,3.4,2.19,60788.75,246.392,0.48175
10/1/2017,195.348,0.001414862,39.9,1265,5.6,100.7,0.000689364,3.3,2.36,60983.16667,246.583,0.481833333
11/1/2017,195.726,0.001935008,39.9,1303,4.9,98.5,0.000621531,3.2,2.36,61177.58333,247.411,0.481916667
12/1/2017,196.136,0.002094765,39.9,1210,5.5,95.9,0.000569128,3.4,2.4,61372,247.91,0.482
1/1/2018,196.406,0.001376596,39.5,1334,5.6,95.7,0.000577978,3.8,2.56,,249.245,
2/1/2018,197.208,0.004083378,39.9,1290,5.4,99.7,0.000452335,3.7,2.84,,249.619,
3/1/2018,198.89,0.008529066,39.8,1327,5.3,101.4,0.000485735,3.6,2.85,,249.462,
4/1/2018,200.949,0.010352456,39.9,1276,5.7,98.8,0.000528248,3.2,2.86,,250.013,
5/1/2018,202.837,0.009395419,40.1,1329,5.5,98,0.000561539,2.9,3,,250.535,
6/1/2018,204.415,0.007779646,40.1,1177,6,98.2,0.000585625,3.3,2.9,,250.857,
7/1/2018,205.348,0.004564244,40.1,1184,6.2,97.9,0.000627959,3.3,2.88,,251.286,
8/1/2018,205.806,0.00223036,40.2,1268,6.5,96.2,0.0006824,3.3,2.9,,251.846,
9/1/2018,,,40.1,1201,7.1,100.1,0.000684979,2.9,3,,251.994,
10/1/2018,,,40.1,,,,0.000684511,3,3.16,,252.827,
11/1/2018,,,,,,,0.000617158,,3.13,,,
12/1/2018,,,,,,,0.000565126,,,,,
